,0,1,2,3,4,5,6,7,8,9,10,11
"('Q80', 'Q93')",2408012004321885811,2408012005155089185,2408012005493986786,2408012006320194460,2408012007145643961,2408012007484588192,2408012008308952239,2408012009135119419,2408012009474516525,2408012010300387005,2408012011123847090,2408012011462661511
"('Q84', 'Q97')",2408012004324671402,2408012005157411533,2408012005496396750,2408012006322544406,2408012007148031568,2408012007486947138,2408012008311340682,2408012009137515313,2408012009476922713,2408012010302772180,2408012011126235583,2408012011465074374
"('Q88', 'Q101')",2408012004327094570,2408012005159783414,2408012005498727922,2408012006324907326,2408012007150360245,2408012007489334040,2408012008313709133,2408012009139843861,2408012009479322657,2408012010305162397,2408012011128605548,2408012011467465838
"('Q91', 'Q104')",2408012004329790172,2408012005162149358,2408012005501076142,2408012006327323176,2408012007152779913,2408012007491717870,2408012008316081688,2408012009142200392,2408012009481693022,2408012010307564238,2408012011131012041,2408012011469850195
"('Q95', 'Q108')",2408012004332468320,2408012005164516571,2408012005503486065,2408012006329706198,2408012007155182912,2408012007494117167,2408012008318459533,2408012009144537355,2408012009484085172,2408012010309931139,2408012011133439705,2408012011472237190
"('Q103', 'Q116')",2408012004335135096,2408012005166908685,2408012005505865052,2408012006332097260,2408012007157587808,2408012007496473135,2408012008320867444,2408012009146927781,2408012009486409851,2408012010312329306,2408012011135786017,2408012011474615451
"('Q106', 'Q119')",2408012004337572175,2408012005169276730,2408012005508283743,2408012006334468232,2408012007159964508,2408012007498819167,2408012008323260605,2408012009149321506,2408012009488831011,2408012010314666986,2408012011138188552,2408012011477002320
"('Q110', 'Q123')",2408012004339966305,2408012005171654468,2408012005510645400,2408012006336836535,2408012007162304383,2408012007501206893,2408012008325648602,2408012009151714179,2408012009491241303,2408012010317075637,2408012011140588917,2408012011479358762
"('Q114', 'Q127')",2408012004342594214,2408012005174124909,2408012005513018438,2408012006339221509,2408012007164634554,2408012007503535711,2408012008328014494,2408012009154102685,2408012009493623853,2408012010319452080,2408012011142975247,2408012011481741737
"('Q117', 'Q130')",2408012004345312852,2408012005176520645,2408012005515429073,2408012006341609082,2408012007167001928,2408012007505882611,2408012008330389330,2408012009156469499,2408012009496002435,2408012010321847748,2408012011145377405,2408012011484126838
"('Q125', 'Q138')",2408012004347810393,2408012005178892165,2408012005517835403,2408012006343952835,2408012007169358188,2408012007508282928,2408012008332787811,2408012009158819986,2408012009498322439,2408012010324414734,2408012011147729389,2408012011486507240
"('Q129', 'Q142')",2408012004350301831,2408012005181242478,2408012005520251862,2408012006346320057,2408012007171735053,2408012007510674716,2408012008335171143,2408012009161170070,2408012009500682651,2408012010326797933,2408012011150108068,2408012011488943807
"('Q132', 'Q145')",2408012004352748625,2408012005183570258,2408012005522624809,2408012006348757748,2408012007174121249,2408012007513061051,2408012008337509450,2408012009163556096,2408012009503037643,2408012010329188897,2408012011152449179,2408012011491333683
"('Q136', 'Q149')",2408012004355232349,2408012005185915392,2408012005525029086,2408012006351140873,2408012007176532484,2408012007515444720,2408012008339867314,2408012009165977132,2408012009505404505,2408012010331690544,2408012011154809056,2408012011493742192
"('Q140', 'Q153')",2408012004357679808,2408012005188262659,2408012005527398089,2408012006353523179,2408012007178968335,2408012007517845358,2408012008342272180,2408012009168391977,2408012009507818317,2408012010334098550,2408012011157184033,2408012011496085107
